"node1","node2"
"TNFRSF10C","TNFRSF10D"
"TNFSF13B","TNFSF4"
"TNFSF13B","TNFSF14"
"TNFSF14","TNFSF4"
"TNFSF14","VTCN1"
"TNFSF18","TNFSF4"
"TPO","TRH"
"TRAT1","TRIM71"
"TRAT1","TRIM29"
"TRDN","TXLNB"
"TRH","UCP1"
"TRH","VIP"
"TRPA1","UCHL1"
"TRPA1","TRPC1"
"TRPC1","TRPV6"
"TRPV6","WNK4"
"TSHZ2","ZNF217"
"UCHL1","VIP"
"UCP1","ZNF423"
"UCP1","ZIC1"
"VIP","VIPR2"
"WIF1","WNT2"
